annotation,gene,Cluster,Presence
CDH19_Fibro,MT3,Fibroblasts,Yes
CDH19_Fibro,MFSD2A,Fibroblasts,No
CDH19_Fibro,SERPINA5,Fibroblasts,Yes
CDH19_Fibro,S100A1,Fibroblasts,Yes
CDH19_Fibro,NCAM1,Fibroblasts,Yes
CDH19_Fibro,ADAM23,Fibroblasts,Yes
CDH19_Fibro,ANK3,Fibroblasts,Yes
CDH19_Fibro,GPM6B,Fibroblasts,Yes
CDH19_Fibro,EGFL8,Fibroblasts,No
CDH19_Fibro,SERPINA3,Fibroblasts,Yes
CDH19_Fibro,SERPINA3.1,Fibroblasts,No
CDH19_Fibro,SPP1,Fibroblasts,Yes
CDH19_Fibro,PENK,Fibroblasts,Yes
CDH19_Fibro,ITGB8,Fibroblasts,Yes
CDH19_Fibro,SEMA3B,Fibroblasts,Yes
CDH19_Fibro,NOV,Fibroblasts,Yes
CDH19_Fibro,SCRG1,Fibroblasts,Yes
CDH19_Fibro,TMEM176A,Fibroblasts,Yes
CDH19_Fibro,TIMP4,Fibroblasts,Yes
CDH19_Fibro,TMEM176B,Fibroblasts,No
CDH19_Fibro,CHL1,Fibroblasts,Yes
CDH19_Fibro,RNASE1,Fibroblasts,Yes
CDH19_Fibro,STMN1,Fibroblasts,Yes
CDH19_Fibro,ABCA8,Fibroblasts,Yes
CDH19_Fibro,GPNMB,Fibroblasts,Yes
CDH19_Fibro,CLU,Fibroblasts,Yes
CDH19_Fibro,GAS7,Fibroblasts,Yes
CDH19_Fibro,SAMHD1,Fibroblasts,Yes
CDH19_Fibro,NPTX2,Fibroblasts,Yes
CDH19_Fibro,HBA2,Fibroblasts,Yes
CDH19_Fibro,SEMA3C,Fibroblasts,Yes
CDH19_Fibro,UCHL1,Fibroblasts,Yes
CDH19_Fibro,S100A10,Fibroblasts,Yes
CDH19_Fibro,ALDH1A1,Fibroblasts,Yes
CDH19_Fibro,LPL,Fibroblasts,Yes
CDH19_Fibro,MPZ,Fibroblasts,Yes
CDH19_Fibro,MX1,Fibroblasts,Yes
CDH19_Fibro,HLA-DRB5,Fibroblasts,Yes
CDH19_Fibro,CD74,Fibroblasts,Yes
CDH19_Fibro,CRYAB,Fibroblasts,Yes
CDH19_Fibro,PRNP,Fibroblasts,Yes
CDH19_Fibro,PDLIM4,Fibroblasts,No
CDH19_Fibro,SRPX,Fibroblasts,Yes
CDH19_Fibro,PMP22,Fibroblasts,Yes
CDH19_Fibro,RCAN1,Fibroblasts,Yes
CDH19_Fibro,AP1S2,Fibroblasts,Yes
CDH19_Fibro,ANXA2,Fibroblasts,Yes
CDH19_Fibro,FXYD1,Fibroblasts,Yes
CDH19_Fibro,S100A6,Fibroblasts,No
CDH19_Fibro,CD9,Fibroblasts,Yes
CDH19_Fibro,F3,Fibroblasts,Yes
CDH19_Fibro,PLPP1,Fibroblasts,No
CDH19_Fibro,LGI4,Fibroblasts,Yes
CDH19_Fibro,ANXA1,Fibroblasts,Yes
CDH19_Fibro,SLC22A17,Fibroblasts,Yes
CDH19_Fibro,RASSF4,Fibroblasts,Yes
CDH19_Fibro,CST3,Fibroblasts,Yes
CDH19_Fibro,CNP,Fibroblasts,Yes
CDH19_Fibro,PGM2L1,Fibroblasts,Yes
CDH19_Fibro,PEBP1,Fibroblasts,Yes
CDH19_Fibro,NDRG2,Fibroblasts,Yes
CDH19_Fibro,PSAP,Fibroblasts,Yes
CDH19_Fibro,FTL,Fibroblasts,Yes
CDH19_Fibro,HMCN1,Fibroblasts,No
CDH19_Fibro,TOMM7,Fibroblasts,Yes
CDH19_Fibro,ARPC1B,Fibroblasts,No
CDH19_Fibro,PPDPF,Fibroblasts,Yes
CDH19_Fibro,NRXN3,Fibroblasts,Yes
CDH19_Fibro,FTH1,Fibroblasts,Yes
CDH19_Fibro,CD59,Fibroblasts,Yes
CDH19_Fibro,SAT1,Fibroblasts,Yes
CDH19_Fibro,HLA-DPA1,Fibroblasts,Yes
CDH19_Fibro,CKB,Fibroblasts,Yes
CDH19_Fibro,VIM,Fibroblasts,Yes
CDH19_Fibro,HLA-DRA,Fibroblasts,Yes
CDH19_Fibro,IFI6,Fibroblasts,Yes
CDH19_Fibro,COL12A1,Fibroblasts,Yes
CDH19_Fibro,CTSD,Fibroblasts,Yes
CDH19_Fibro,PMEPA1,Fibroblasts,Yes
CDH19_Fibro,FSTL3,Fibroblasts,Yes
CDH19_Fibro,MDK,Fibroblasts,Yes
CDH19_Fibro,ANGPTL4,Fibroblasts,Yes
CDH19_Fibro,PHLDA3,Fibroblasts,Yes
CDH19_Fibro,HLA-DRB1,Fibroblasts,No
CNN1_Fibro,ACTA2,Fibroblasts,Yes
CNN1_Fibro,TAGLN,Fibroblasts,Yes
CNN1_Fibro,MYL9,Fibroblasts,Yes
CNN1_Fibro,DSTN,Fibroblasts,Yes
CNN1_Fibro,TPM2,Fibroblasts,Yes
CNN1_Fibro,CSRP1,Fibroblasts,Yes
CNN1_Fibro,MYLK,Fibroblasts,Yes
CNN1_Fibro,CNN1,Fibroblasts,Yes
CNN1_Fibro,TPM1,Fibroblasts,Yes
CNN1_Fibro,SPARCL1,Fibroblasts,Yes
CNN1_Fibro,MYL6,Fibroblasts,Yes
CNN1_Fibro,CAV1,Fibroblasts,Yes
CNN1_Fibro,MYH11,Fibroblasts,No
CNN1_Fibro,ACTG2,Fibroblasts,Yes
CNN1_Fibro,ACTN1,Fibroblasts,Yes
CNN1_Fibro,SOD3,Fibroblasts,Yes
CNN1_Fibro,CALD1,Fibroblasts,Yes
CNN1_Fibro,ACTB,Fibroblasts,Yes
CNN1_Fibro,GBP2,Fibroblasts,Yes
CNN1_Fibro,ADIRF,Fibroblasts,No
CNN1_Fibro,IGFBP7,Fibroblasts,Yes
CNN1_Fibro,PPP1R14A,Fibroblasts,Yes
CNN1_Fibro,MFGE8,Fibroblasts,No
CNN1_Fibro,PDLIM3,Fibroblasts,Yes
CNN1_Fibro,SDC2,Fibroblasts,Yes
CNN1_Fibro,KCNMB1,Fibroblasts,Yes
CNN1_Fibro,PDLIM5,Fibroblasts,Yes
CNN1_Fibro,SORBS2,Fibroblasts,Yes
CNN1_Fibro,AOC3,Fibroblasts,Yes
CNN1_Fibro,PDLIM1,Fibroblasts,Yes
CNN1_Fibro,MAP3K7CL,Fibroblasts,No
CNN1_Fibro,WFDC1,Fibroblasts,Yes
CNN1_Fibro,TINAGL1,Fibroblasts,Yes
CNN1_Fibro,TGFB1I1,Fibroblasts,Yes
CNN1_Fibro,ILK,Fibroblasts,Yes
CNN1_Fibro,TNFRSF12A,Fibroblasts,Yes
CNN1_Fibro,ACTN4,Fibroblasts,Yes
CNN1_Fibro,ACAN,Fibroblasts,No
CNN1_Fibro,MCAM,Fibroblasts,Yes
CNN1_Fibro,CALM2,Fibroblasts,Yes
CNN1_Fibro,CASQ2,Fibroblasts,Yes
CNN1_Fibro,FLNA,Fibroblasts,Yes
CNN1_Fibro,PTRF,Fibroblasts,Yes
CNN1_Fibro,LTBP1,Fibroblasts,Yes
CNN1_Fibro,DKK3,Fibroblasts,Yes
CNN1_Fibro,WDR1,Fibroblasts,Yes
CNN1_Fibro,MSRB3,Fibroblasts,Yes
CNN1_Fibro,NDUFA4L2,Fibroblasts,Yes
CNN1_Fibro,CAV2,Fibroblasts,Yes
CNN1_Fibro,JAG1,Fibroblasts,Yes
CNN1_Fibro,PALLD,Fibroblasts,Yes
CNN1_Fibro,CCDC3,Fibroblasts,Yes
CNN1_Fibro,ENAH,Fibroblasts,Yes
CNN1_Fibro,LMOD1,Fibroblasts,Yes
CNN1_Fibro,TNC,Fibroblasts,Yes
CNN1_Fibro,VIM,Fibroblasts,Yes
CNN1_Fibro,HES4,Fibroblasts,Yes
CNN1_Fibro,C11orf96,Fibroblasts,No
CNN1_Fibro,CRIM1,Fibroblasts,Yes
CNN1_Fibro,CNN3,Fibroblasts,Yes
CNN1_Fibro,PDLIM7,Fibroblasts,Yes
CNN1_Fibro,NTN4,Fibroblasts,Yes
CNN1_Fibro,FRZB,Fibroblasts,Yes
CNN1_Fibro,CCDC107,Fibroblasts,No
CNN1_Fibro,COL18A1,Fibroblasts,Yes
CNN1_Fibro,PLN,Fibroblasts,Yes
CNN1_Fibro,TPM4,Fibroblasts,No
CNN1_Fibro,BCAM,Fibroblasts,Yes
CNN1_Fibro,FAM107B,Fibroblasts,Yes
CNN1_Fibro,ACTC1,Fibroblasts,Yes
CNN1_Fibro,ZYX,Fibroblasts,Yes
CNN1_Fibro,ID3,Fibroblasts,Yes
CNN1_Fibro,C1QTNF1,Fibroblasts,Yes
CNN1_Fibro,GJA4,Fibroblasts,Yes
CNN1_Fibro,FHL5,Fibroblasts,Yes
CNN1_Fibro,PLS3,Fibroblasts,Yes
CNN1_Fibro,CRIP1,Fibroblasts,No
CNN1_Fibro,GPR4,Fibroblasts,Yes
CNN1_Fibro,NEXN,Fibroblasts,Yes
CNN1_Fibro,LINC00152,Fibroblasts,No
CNN1_Fibro,PTP4A3,Fibroblasts,No
CNN1_Fibro,THBS1,Fibroblasts,Yes
CNN1_Fibro,MTHFD2,Fibroblasts,Yes
CNN1_Fibro,CD9,Fibroblasts,Yes
CNN1_Fibro,PHLDA2,Fibroblasts,No
CNN1_Fibro,GPAT2,Fibroblasts,No
CNN1_Fibro,LPP,Fibroblasts,Yes
CNN1_Fibro,RASD1,Fibroblasts,Yes
CNN1_Fibro,AGT,Fibroblasts,Yes
CNN1_Fibro,GADD45B,Fibroblasts,Yes
CNN1_Fibro,MAP1B,Fibroblasts,Yes
CNN1_Fibro,JUNB,Fibroblasts,Yes
CNN1_Fibro,ID1,Fibroblasts,Yes
CNN1_Fibro,PGF,Fibroblasts,Yes
CNN1_Fibro,FILIP1L,Fibroblasts,Yes
CNN1_Fibro,CTGF,Fibroblasts,No
CNN1_Fibro,S100A4,Fibroblasts,Yes
CNN1_Fibro,IGFBP4,Fibroblasts,Yes
CNN1_Fibro,REN,Fibroblasts,Yes
CNN1_Fibro,MT2A,Fibroblasts,No
CYGB_Fibro,THY1,Fibroblasts,Yes
CYGB_Fibro,SPARC,Fibroblasts,Yes
CYGB_Fibro,ARHGDIB,Fibroblasts,Yes
CYGB_Fibro,NDUFA4L2,Fibroblasts,Yes
CYGB_Fibro,CYGB,Fibroblasts,Yes
CYGB_Fibro,BGN,Fibroblasts,Yes
CYGB_Fibro,PDGFRB,Fibroblasts,Yes
CYGB_Fibro,ITM2C,Fibroblasts,Yes
CYGB_Fibro,HIGD1B,Fibroblasts,Yes
CYGB_Fibro,RGS5,Fibroblasts,Yes
CYGB_Fibro,IGFBP7,Fibroblasts,Yes
CYGB_Fibro,C20orf27,Fibroblasts,Yes
CYGB_Fibro,CCDC102B,Fibroblasts,Yes
CYGB_Fibro,EPB41L1,Fibroblasts,Yes
CYGB_Fibro,COL4A2,Fibroblasts,Yes
CYGB_Fibro,CD36,Fibroblasts,Yes
CYGB_Fibro,MARCKSL1,Fibroblasts,Yes
CYGB_Fibro,ADAP2,Fibroblasts,Yes
CYGB_Fibro,FRMD3,Fibroblasts,Yes
CYGB_Fibro,NOTCH3,Fibroblasts,Yes
CYGB_Fibro,ITGB1,Fibroblasts,Yes
CYGB_Fibro,CPE,Fibroblasts,Yes
CYGB_Fibro,MYO1B,Fibroblasts,Yes
CYGB_Fibro,TESC,Fibroblasts,Yes
CYGB_Fibro,PLXDC1,Fibroblasts,Yes
CYGB_Fibro,CCND1,Fibroblasts,Yes
CYGB_Fibro,GAPDH,Fibroblasts,Yes
CYGB_Fibro,44443,Fibroblasts,No
CYGB_Fibro,LPL,Fibroblasts,Yes
CYGB_Fibro,COL4A1,Fibroblasts,Yes
CYGB_Fibro,GJA4,Fibroblasts,Yes
CYGB_Fibro,FABP5,Fibroblasts,No
CYGB_Fibro,FXYD6,Fibroblasts,Yes
CYGB_Fibro,CSPG4,Fibroblasts,Yes
CYGB_Fibro,FAM162B,Fibroblasts,Yes
CYGB_Fibro,FJX1,Fibroblasts,Yes
CYGB_Fibro,COX4I2,Fibroblasts,Yes
CYGB_Fibro,COL5A3,Fibroblasts,Yes
CYGB_Fibro,C1orf54,Fibroblasts,Yes
CYGB_Fibro,FAM213A,Fibroblasts,No
CYGB_Fibro,B2M,Fibroblasts,No
CYGB_Fibro,GJC1,Fibroblasts,Yes
CYGB_Fibro,LHFP,Fibroblasts,Yes
CYGB_Fibro,HLA-B,Fibroblasts,No
CYGB_Fibro,PGF,Fibroblasts,Yes
CYGB_Fibro,UACA,Fibroblasts,Yes
CYGB_Fibro,IFIT3,Fibroblasts,Yes
CYGB_Fibro,GUCY1B3,Fibroblasts,Yes
CYGB_Fibro,SLC25A5,Fibroblasts,Yes
CYGB_Fibro,FAM13C,Fibroblasts,No
CYGB_Fibro,IFIT2,Fibroblasts,Yes
CYGB_Fibro,SLC12A2,Fibroblasts,Yes
CYGB_Fibro,HLA-C,Fibroblasts,No
CYGB_Fibro,GUCY1A3,Fibroblasts,Yes
CYGB_Fibro,HLA-A,Fibroblasts,No
CYGB_Fibro,MOCS1,Fibroblasts,Yes
CYGB_Fibro,KCNJ8,Fibroblasts,Yes
CYGB_Fibro,GUCY1A2,Fibroblasts,Yes
CYGB_Fibro,LZTS1,Fibroblasts,Yes
CYGB_Fibro,ABCC9,Fibroblasts,Yes
CYGB_Fibro,EMCN,Fibroblasts,No
CYGB_Fibro,NREP,Fibroblasts,No
CYGB_Fibro,PMEPA1,Fibroblasts,Yes
CYGB_Fibro,44450,Fibroblasts,No
CYGB_Fibro,TBX2,Fibroblasts,Yes
CYGB_Fibro,ITGA1,Fibroblasts,Yes
CYGB_Fibro,EDNRB,Fibroblasts,Yes
CYGB_Fibro,ITGA4,Fibroblasts,Yes
CYGB_Fibro,PTPRK,Fibroblasts,No
CYGB_Fibro,PPIA,Fibroblasts,Yes
CYGB_Fibro,MEF2C,Fibroblasts,Yes
CYGB_Fibro,OLFML2A,Fibroblasts,Yes
CYGB_Fibro,SLC25A6,Fibroblasts,No
CYGB_Fibro,MYH9,Fibroblasts,Yes
CYGB_Fibro,CLEC11A,Fibroblasts,Yes
CYGB_Fibro,ANO1,Fibroblasts,Yes
CYGB_Fibro,BAX,Fibroblasts,Yes
CYGB_Fibro,CPM,Fibroblasts,Yes
CYGB_Fibro,ADGRF5,Fibroblasts,No
CYGB_Fibro,CCND2,Fibroblasts,Yes
CYGB_Fibro,AGTR1,Fibroblasts,Yes
CYGB_Fibro,VSTM4,Fibroblasts,No
CYGB_Fibro,ARHGEF17,Fibroblasts,Yes
CYGB_Fibro,APOLD1,Fibroblasts,Yes
CYGB_Fibro,GPRC5C,Fibroblasts,Yes
CYGB_Fibro,ENPEP,Fibroblasts,Yes
CYGB_Fibro,A2M,Fibroblasts,Yes
CYGB_Fibro,ASAH1,Fibroblasts,Yes
CYGB_Fibro,MAGED2,Fibroblasts,Yes
CYGB_Fibro,EPAS1,Fibroblasts,Yes
CYGB_Fibro,TMSB4X,Fibroblasts,No
CYGB_Fibro,ID3,Fibroblasts,Yes
CYGB_Fibro,LGALS1,Fibroblasts,Yes
CYGB_Fibro,IFITM3,Fibroblasts,Yes
CYGB_Fibro,COL18A1,Fibroblasts,Yes
CYGB_Fibro,CLIC1,Fibroblasts,Yes
CYGB_Fibro,HOPX,Fibroblasts,Yes
CYGB_Fibro,IGFBP2,Fibroblasts,Yes
CYGB_Fibro,IFITM1,Fibroblasts,Yes
CYGB_Fibro,FABP4,Fibroblasts,Yes
CollagenFibro,THBS2,Fibroblasts,Yes
CollagenFibro,VCAN,Fibroblasts,Yes
CollagenFibro,TNFAIP6,Fibroblasts,No
CollagenFibro,POSTN,Fibroblasts,Yes
CollagenFibro,COL1A1,Fibroblasts,Yes
CollagenFibro,COL3A1,Fibroblasts,Yes
CollagenFibro,COL1A2,Fibroblasts,Yes
CollagenFibro,AEBP1,Fibroblasts,Yes
CollagenFibro,CTHRC1,Fibroblasts,Yes
CollagenFibro,FN1,Fibroblasts,Yes
CollagenFibro,COL8A1,Fibroblasts,Yes
CollagenFibro,COL5A1,Fibroblasts,Yes
CollagenFibro,SERPINE1,Fibroblasts,Yes
CollagenFibro,RCN3,Fibroblasts,Yes
CollagenFibro,ASPN,Fibroblasts,No
CollagenFibro,COL15A1,Fibroblasts,Yes
CollagenFibro,MMP11,Fibroblasts,No
CollagenFibro,EMILIN1,Fibroblasts,Yes
CollagenFibro,C1R,Fibroblasts,Yes
CollagenFibro,GGT5,Fibroblasts,Yes
CollagenFibro,PLAU,Fibroblasts,Yes
CollagenFibro,TIMP1,Fibroblasts,Yes
CollagenFibro,INHBA,Fibroblasts,No
CollagenFibro,NNMT,Fibroblasts,Yes
CollagenFibro,CFH,Fibroblasts,Yes
CollagenFibro,IGFBP2,Fibroblasts,Yes
CollagenFibro,LAMB1,Fibroblasts,Yes
CollagenFibro,BGN,Fibroblasts,Yes
CollagenFibro,MMP14,Fibroblasts,Yes
CollagenFibro,COL6A2,Fibroblasts,Yes
CollagenFibro,COL6A3,Fibroblasts,Yes
CollagenFibro,SPON2,Fibroblasts,Yes
CollagenFibro,UACA,Fibroblasts,Yes
CollagenFibro,PCOLCE,Fibroblasts,No
CollagenFibro,C1S,Fibroblasts,Yes
CollagenFibro,COL4A2,Fibroblasts,Yes
CollagenFibro,LTBP4,Fibroblasts,Yes
CollagenFibro,CALU,Fibroblasts,Yes
CollagenFibro,COL6A1,Fibroblasts,Yes
CollagenFibro,LTBP1,Fibroblasts,Yes
CollagenFibro,PPIB,Fibroblasts,Yes
CollagenFibro,SPARC,Fibroblasts,Yes
CollagenFibro,RCN1,Fibroblasts,No
CollagenFibro,CTSK,Fibroblasts,Yes
CollagenFibro,IFITM1,Fibroblasts,Yes
CollagenFibro,SPHK1,Fibroblasts,Yes
CollagenFibro,LOXL2,Fibroblasts,No
CollagenFibro,PRELP,Fibroblasts,Yes
CollagenFibro,CKAP4,Fibroblasts,No
CollagenFibro,LTBP2,Fibroblasts,Yes
CollagenFibro,TGFB1,Fibroblasts,No
CollagenFibro,COL4A1,Fibroblasts,Yes
CollagenFibro,CERCAM,Fibroblasts,Yes
CollagenFibro,KRT18,Fibroblasts,Yes
CollagenFibro,RRBP1,Fibroblasts,Yes
CollagenFibro,F2R,Fibroblasts,Yes
CollagenFibro,CHPF,Fibroblasts,Yes
CollagenFibro,CTSB,Fibroblasts,Yes
CollagenFibro,EFEMP2,Fibroblasts,Yes
CollagenFibro,SERPINH1,Fibroblasts,Yes
CollagenFibro,LRP1,Fibroblasts,Yes
CollagenFibro,MGP,Fibroblasts,Yes
CollagenFibro,P4HB,Fibroblasts,Yes
CollagenFibro,CLEC11A,Fibroblasts,Yes
CollagenFibro,SELM,Fibroblasts,Yes
CollagenFibro,ENG,Fibroblasts,Yes
CollagenFibro,COL5A2,Fibroblasts,Yes
CollagenFibro,KDELR2,Fibroblasts,Yes
CollagenFibro,PRSS23,Fibroblasts,Yes
CollagenFibro,NID1,Fibroblasts,Yes
CollagenFibro,OLFML2B,Fibroblasts,Yes
CollagenFibro,CTGF,Fibroblasts,No
CollagenFibro,RARRES2,Fibroblasts,Yes
CollagenFibro,VIM,Fibroblasts,Yes
CollagenFibro,COL14A1,Fibroblasts,Yes
CollagenFibro,IFITM3,Fibroblasts,Yes
CollagenFibro,COL18A1,Fibroblasts,Yes
CollagenFibro,SULF1,Fibroblasts,Yes
CollagenFibro,FKBP10,Fibroblasts,Yes
CollagenFibro,FHL2,Fibroblasts,Yes
CollagenFibro,MICAL2,Fibroblasts,No
CollagenFibro,SERPINF1,Fibroblasts,Yes
CollagenFibro,MYH9,Fibroblasts,Yes
CollagenFibro,EFEMP1,Fibroblasts,Yes
CollagenFibro,VMP1,Fibroblasts,No
CollagenFibro,AGT,Fibroblasts,Yes
CollagenFibro,TMSB10,Fibroblasts,No
CollagenFibro,CYR61,Fibroblasts,Yes
CollagenFibro,G0S2,Fibroblasts,Yes
CollagenFibro,CTSD,Fibroblasts,Yes
CollagenFibro,MDK,Fibroblasts,Yes
CollagenFibro,NEAT1,Fibroblasts,No
CollagenFibro,CCL2,Fibroblasts,Yes
CollagenFibro,CYP1B1,Fibroblasts,Yes
CollagenFibro,FHL1,Fibroblasts,Yes
CollagenFibro,IGFBP4,Fibroblasts,Yes
CollagenFibro,GEM,Fibroblasts,Yes
CollagenFibro,ANGPTL4,Fibroblasts,Yes
CollagenFibro,RGS2,Fibroblasts,Yes
CollagenFibro,SERPINE2,Fibroblasts,Yes
MMPFibro,CFD,Fibroblasts,No
MMPFibro,DCN,Fibroblasts,Yes
MMPFibro,APOD,Fibroblasts,Yes
MMPFibro,MFAP5,Fibroblasts,Yes
MMPFibro,LUM,Fibroblasts,Yes
MMPFibro,C3,Fibroblasts,Yes
MMPFibro,SFRP2,Fibroblasts,Yes
MMPFibro,EFEMP1,Fibroblasts,Yes
MMPFibro,SERPINF1,Fibroblasts,Yes
MMPFibro,PI16,Fibroblasts,Yes
MMPFibro,TNXB,Fibroblasts,No
MMPFibro,SLPI,Fibroblasts,No
MMPFibro,MFAP4,Fibroblasts,Yes
MMPFibro,IGF2,Fibroblasts,Yes
MMPFibro,MMP2,Fibroblasts,Yes
MMPFibro,FBLN2,Fibroblasts,Yes
MMPFibro,MGST1,Fibroblasts,Yes
MMPFibro,PROCR,Fibroblasts,Yes
MMPFibro,SCARA5,Fibroblasts,Yes
MMPFibro,PDGFRL,Fibroblasts,Yes
MMPFibro,FBLN5,Fibroblasts,Yes
MMPFibro,GPNMB,Fibroblasts,Yes
MMPFibro,PODN,Fibroblasts,Yes
MMPFibro,PCOLCE2,Fibroblasts,Yes
MMPFibro,PTGIS,Fibroblasts,Yes
MMPFibro,ABI3BP,Fibroblasts,Yes
MMPFibro,C1QTNF3,Fibroblasts,Yes
MMPFibro,IGFBP6,Fibroblasts,Yes
MMPFibro,CPXM1,Fibroblasts,Yes
MMPFibro,CHRDL1,Fibroblasts,Yes
MMPFibro,C1S,Fibroblasts,Yes
MMPFibro,S100A10,Fibroblasts,Yes
MMPFibro,CLU,Fibroblasts,Yes
MMPFibro,CCDC80,Fibroblasts,Yes
MMPFibro,SEMA3C,Fibroblasts,Yes
MMPFibro,PLA2G2A,Fibroblasts,Yes
MMPFibro,SFRP4,Fibroblasts,Yes
MMPFibro,CLEC3B,Fibroblasts,Yes
MMPFibro,C1R,Fibroblasts,Yes
MMPFibro,OGN,Fibroblasts,Yes
MMPFibro,ISLR,Fibroblasts,Yes
MMPFibro,IGF1,Fibroblasts,Yes
MMPFibro,RAMP2,Fibroblasts,Yes
MMPFibro,S100A13,Fibroblasts,Yes
MMPFibro,SRPX,Fibroblasts,Yes
MMPFibro,CXCL12,Fibroblasts,Yes
MMPFibro,RARRES1,Fibroblasts,Yes
MMPFibro,ANXA2,Fibroblasts,Yes
MMPFibro,FBLN1,Fibroblasts,Yes
MMPFibro,PRG4,Fibroblasts,Yes
MMPFibro,LTBP4,Fibroblasts,Yes
MMPFibro,ADH1B,Fibroblasts,Yes
MMPFibro,OLFML3,Fibroblasts,Yes
MMPFibro,UAP1,Fibroblasts,Yes
MMPFibro,CTSK,Fibroblasts,Yes
MMPFibro,MXRA8,Fibroblasts,Yes
MMPFibro,FBN1,Fibroblasts,Yes
MMPFibro,ANXA1,Fibroblasts,Yes
MMPFibro,PLTP,Fibroblasts,Yes
MMPFibro,PCOLCE,Fibroblasts,No
MMPFibro,TGFBR3,Fibroblasts,Yes
MMPFibro,PRELP,Fibroblasts,Yes
MMPFibro,LRP1,Fibroblasts,Yes
MMPFibro,RHOBTB3,Fibroblasts,Yes
MMPFibro,SERPING1,Fibroblasts,Yes
MMPFibro,S100A6,Fibroblasts,No
MMPFibro,CST3,Fibroblasts,Yes
MMPFibro,PTGDS,Fibroblasts,No
MMPFibro,FSTL1,Fibroblasts,Yes
MMPFibro,RP11-14N7.2,Fibroblasts,No
MMPFibro,CFH,Fibroblasts,Yes
MMPFibro,PLPP3,Fibroblasts,No
MMPFibro,SEPP1,Fibroblasts,Yes
MMPFibro,NNMT,Fibroblasts,Yes
MMPFibro,SVEP1,Fibroblasts,Yes
MMPFibro,EMP1,Fibroblasts,Yes
MMPFibro,CD34,Fibroblasts,Yes
MMPFibro,MARCKS,Fibroblasts,Yes
MMPFibro,FCGRT,Fibroblasts,Yes
MMPFibro,GSN,Fibroblasts,Yes
MMPFibro,S100A11,Fibroblasts,Yes
MMPFibro,PMP22,Fibroblasts,Yes
MMPFibro,TIMP2,Fibroblasts,Yes
MMPFibro,TIMP3,Fibroblasts,Yes
MMPFibro,S100A4,Fibroblasts,Yes
MMPFibro,IGFBP5,Fibroblasts,Yes
MMPFibro,AEBP1,Fibroblasts,Yes
MMPFibro,CD248,Fibroblasts,Yes
MMPFibro,AHNAK,Fibroblasts,Yes
MMPFibro,COL1A1,Fibroblasts,Yes
MMPFibro,IFI27,Fibroblasts,No
MMPFibro,C7,Fibroblasts,Yes
MMPFibro,RARRES2,Fibroblasts,Yes
MMPFibro,COL1A2,Fibroblasts,Yes
MMPFibro,CYR61,Fibroblasts,Yes
MMPFibro,GPX3,Fibroblasts,Yes
MMPFibro,HSPB6,Fibroblasts,Yes
MMPFibro,MT1X,Fibroblasts,Yes
MMPFibro,CXCL14,Fibroblasts,Yes
MMPFibro,MGP,Fibroblasts,Yes
NFKBIZ_Fibro,FOSB,Fibroblasts,Yes
NFKBIZ_Fibro,NFKBIZ,Fibroblasts,Yes
NFKBIZ_Fibro,MALAT1,Fibroblasts,No
NFKBIZ_Fibro,CCNL1,Fibroblasts,Yes
NFKBIZ_Fibro,NEAT1,Fibroblasts,No
NFKBIZ_Fibro,KCNQ1OT1,Fibroblasts,Yes
NFKBIZ_Fibro,EGR1,Fibroblasts,Yes
NFKBIZ_Fibro,FUS,Fibroblasts,Yes
NFKBIZ_Fibro,WSB1,Fibroblasts,Yes
NFKBIZ_Fibro,DDX17,Fibroblasts,Yes
NFKBIZ_Fibro,INTS6,Fibroblasts,Yes
NFKBIZ_Fibro,NABP1,Fibroblasts,No
NFKBIZ_Fibro,HSPH1,Fibroblasts,Yes
NFKBIZ_Fibro,IFRD1,Fibroblasts,Yes
NFKBIZ_Fibro,ATF3,Fibroblasts,Yes
NFKBIZ_Fibro,MCL1,Fibroblasts,Yes
NFKBIZ_Fibro,NUFIP2,Fibroblasts,Yes
NFKBIZ_Fibro,POLR2A,Fibroblasts,Yes
NFKBIZ_Fibro,STAT3,Fibroblasts,Yes
NFKBIZ_Fibro,RSRP1,Fibroblasts,No
NFKBIZ_Fibro,BTG2,Fibroblasts,Yes
NFKBIZ_Fibro,IRF1,Fibroblasts,Yes
NFKBIZ_Fibro,CTD-3252C9.4,Fibroblasts,No
NFKBIZ_Fibro,XIST,Fibroblasts,Yes
NFKBIZ_Fibro,DST,Fibroblasts,Yes
NFKBIZ_Fibro,RBM39,Fibroblasts,No
NFKBIZ_Fibro,SFPQ,Fibroblasts,Yes
NFKBIZ_Fibro,AFF4,Fibroblasts,Yes
NFKBIZ_Fibro,PPP1R10,Fibroblasts,Yes
NFKBIZ_Fibro,NKTR,Fibroblasts,Yes
NFKBIZ_Fibro,DDX3X,Fibroblasts,Yes
NFKBIZ_Fibro,SPTBN1,Fibroblasts,Yes
NFKBIZ_Fibro,SQSTM1,Fibroblasts,Yes
NFKBIZ_Fibro,ZC3HAV1,Fibroblasts,Yes
NFKBIZ_Fibro,SAT1,Fibroblasts,Yes
NFKBIZ_Fibro,NR4A1,Fibroblasts,Yes
NFKBIZ_Fibro,CBLB,Fibroblasts,Yes
NFKBIZ_Fibro,DDX5,Fibroblasts,Yes
NFKBIZ_Fibro,FAM53C,Fibroblasts,Yes
NFKBIZ_Fibro,ADAMTS1,Fibroblasts,Yes
